Project, Fun, Type, Info, Line Num, Filename, Link,
mattermost/mattermost-server,SearchPostsInTeamForUser,len() as a chan bound,Name : len(paramsList),1745,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L1745,
mattermost/mattermost-server,SearchPostsInTeamForUser,Integer as a add bound,Name : &{11178079 INT 1},1756,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L1756,
mattermost/mattermost-server,SearchPostsInTeamForUser,Go in for,,1758,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L1758,
mattermost/mattermost-server,SearchPostsInTeamForUser,Slice as a for bound,Name : []*invalid type,1747,/tmp/clone-example128157776/store/sqlstore/post_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/post_store.go#L1747,
mattermost/mattermost-server,AutocompleteUsersInChannel,Integer as a chan bound,Name : &{11247803 INT 1},1775,/tmp/clone-example128157776/store/sqlstore/user_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/user_store.go#L1775,
mattermost/mattermost-server,AutocompleteUsersInChannel,Integer as a chan bound,Name : &{11247993 INT 1},1782,/tmp/clone-example128157776/store/sqlstore/user_store.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/store/sqlstore/user_store.go#L1782,
mattermost/mattermost-server,ConnectWithDialer,Integer as a chan bound,Name : &{11857002 INT 100},136,/tmp/clone-example128157776/model/websocket_client.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/model/websocket_client.go#L136,
mattermost/mattermost-server,ConnectWithDialer,Integer as a chan bound,Name : &{11857060 INT 100},137,/tmp/clone-example128157776/model/websocket_client.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/model/websocket_client.go#L137,
mattermost/mattermost-server,DoJob,Integer as a chan bound,Name : &{10690973 INT 1},213,/tmp/clone-example128157776/services/searchengine/bleveengine/indexer/indexing_job.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/services/searchengine/bleveengine/indexer/indexing_job.go#L213,
mattermost/mattermost-server,DoJob,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,218,/tmp/clone-example128157776/services/searchengine/bleveengine/indexer/indexing_job.go,https://github.com/mattermost/mattermost-server/blob/3cf05efdd9a32748aff78c4e15b45ba4f50aec12//tmp/clone-example128157776/services/searchengine/bleveengine/indexer/indexing_job.go#L218,
minio/minio,startReaders,Func as a chan bound,Name : &{runtime GOMAXPROCS}(&{11420026 INT 0}),140,/tmp/clone-example450306425/pkg/s3select/json/preader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/json/preader.go#L140,
minio/minio,startReaders,Func as a chan bound,Name : &{runtime GOMAXPROCS}(&{11420082 INT 0}),141,/tmp/clone-example450306425/pkg/s3select/json/preader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/json/preader.go#L141,
minio/minio,startReaders,Integer as a add bound,Name : &{11420102 INT 1},142,/tmp/clone-example450306425/pkg/s3select/json/preader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/json/preader.go#L142,
minio/minio,startReaders,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,149,/tmp/clone-example450306425/pkg/s3select/json/preader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/json/preader.go#L149,
minio/minio,startReaders,Func as a spawning for bound,Name : &{runtime GOMAXPROCS}(&{11420653 INT 0}),175,/tmp/clone-example450306425/pkg/s3select/json/preader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/json/preader.go#L175,
minio/minio,startReaders,Integer as a spawning for bound,Name : &{11420627 INT 0},175,/tmp/clone-example450306425/pkg/s3select/json/preader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/json/preader.go#L175,
minio/minio,startReaders,Go in for,,176,/tmp/clone-example450306425/pkg/s3select/json/preader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/json/preader.go#L176,
minio/minio,lock,Candidate param,Name : restClnts, Mandatory : true,175,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L175,
minio/minio,lock,Candidate param,Name : restClnts, Mandatory : false,237,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L237,
minio/minio,lock,Candidate param,Name : restClnts, Mandatory : false,279,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L279,
minio/minio,lock,Func as a chan bound,Name : len(restClnts),175,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L175,
minio/minio,lock,len() as a chan bound,Name : len(restClnts),175,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L175,
minio/minio,lock,Integer as a add bound,Name : &{10634693 INT 1},181,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L181,
minio/minio,lock,Go in for,,183,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L183,
minio/minio,lock,Slice as a for bound,Name : []_/tmp/clone-example450306425/pkg/dsync.NetLocker,179,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L179,
minio/minio,lock,Integer as a add bound,Name : &{10635352 INT 1},221,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L221,
minio/minio,lock,Func as a spawning for bound,Name : len(restClnts),237,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L237,
minio/minio,lock,len() as a spawning for bound,Name : len(restClnts),237,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L237,
minio/minio,lock,For loop not well formed,Init : <nil> Cond : &{i 10635722 < 0xc4311916c0} Post : &{i 10635741 ++},237,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L237,
minio/minio,lock,Func as a spawning for bound,Name : len(restClnts),279,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L279,
minio/minio,lock,len() as a spawning for bound,Name : len(restClnts),279,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L279,
minio/minio,lock,For loop not well formed,Init : <nil> Cond : &{i 10637136 < 0xc431191d40} Post : &{i 10637155 ++},279,/tmp/clone-example450306425/pkg/dsync/drwmutex.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/dsync/drwmutex.go#L279,
minio/minio,startReaders,Func as a chan bound,Name : &{runtime GOMAXPROCS}(&{11370147 INT 0}),185,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L185,
minio/minio,startReaders,Func as a chan bound,Name : &{runtime GOMAXPROCS}(&{11370203 INT 0}),186,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L186,
minio/minio,startReaders,Integer as a add bound,Name : &{11370223 INT 1},187,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L187,
minio/minio,startReaders,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,194,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L194,
minio/minio,startReaders,Func as a spawning for bound,Name : &{runtime GOMAXPROCS}(&{11370770 INT 0}),220,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L220,
minio/minio,startReaders,Integer as a spawning for bound,Name : &{11370744 INT 0},220,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L220,
minio/minio,startReaders,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,236,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L236,
minio/minio,startReaders,Go in for,,221,/tmp/clone-example450306425/pkg/s3select/csv/reader.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/s3select/csv/reader.go#L221,
minio/minio,NewTimerWithJitter,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,100,/tmp/clone-example450306425/pkg/retry/retry.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/retry/retry.go#L100,
minio/minio,GetLogs,Integer as a chan bound,Name : &{16482365 INT 1},37,/tmp/clone-example450306425/pkg/madmin/api-log.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/api-log.go#L37,
minio/minio,GetLogs,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,46,/tmp/clone-example450306425/pkg/madmin/api-log.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/api-log.go#L46,
minio/minio,GetLogs,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,63,/tmp/clone-example450306425/pkg/madmin/api-log.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/api-log.go#L63,
minio/minio,ServerOBDInfo,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,280,/tmp/clone-example450306425/pkg/madmin/obd.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/obd.go#L280,
minio/minio,newRetryTimer,Comm param,Name :maxRetry, Mandatory : false,69,/tmp/clone-example450306425/pkg/madmin/retry.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/retry.go#L69,
minio/minio,newRetryTimer,Integer as a spawning for bound,Name : maxRetry,96,/tmp/clone-example450306425/pkg/madmin/retry.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/retry.go#L96,
minio/minio,newRetryTimer,Integer as a spawning for bound,Name : &{16496280 INT 0},96,/tmp/clone-example450306425/pkg/madmin/retry.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/retry.go#L96,
minio/minio,ServiceTrace,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,86,/tmp/clone-example450306425/pkg/madmin/service-commands.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/service-commands.go#L86,
minio/minio,ServiceTrace,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,107,/tmp/clone-example450306425/pkg/madmin/service-commands.go,https://github.com/minio/minio/blob/8693d9d7d360844b1b89b309d1c67b3d66578dac//tmp/clone-example450306425/pkg/madmin/service-commands.go#L107,
cayleygraph/cayley,getContext,Integer as a chan bound,Name : &{8146120 INT 1},27,/tmp/clone-example368702038/cmd/cayley/command/repl.go,https://github.com/cayleygraph/cayley/blob/ab2941b35ef5088e26e1350e504fd55ba9630358//tmp/clone-example368702038/cmd/cayley/command/repl.go#L27,
cayleygraph/cayley,Next,Integer as a chan bound,Name : &{3774994 INT 1},328,/tmp/clone-example368702038/query/gizmo/gizmo.go,https://github.com/cayleygraph/cayley/blob/ab2941b35ef5088e26e1350e504fd55ba9630358//tmp/clone-example368702038/query/gizmo/gizmo.go#L328,
cayleygraph/cayley,terminal,Integer as a chan bound,Name : &{5154261 INT 1},250,/tmp/clone-example368702038/internal/repl/repl.go,https://github.com/cayleygraph/cayley/blob/ab2941b35ef5088e26e1350e504fd55ba9630358//tmp/clone-example368702038/internal/repl/repl.go#L250,
cayleygraph/cayley,QuadWriter,Integer as a chan bound,Name : &{8065433 INT 1},83,/tmp/clone-example368702038/client/client.go,https://github.com/cayleygraph/cayley/blob/ab2941b35ef5088e26e1350e504fd55ba9630358//tmp/clone-example368702038/client/client.go#L83,
kataras/iris,CloseNotify,Integer as a chan bound,Name : &{9051071 INT 1},458,/tmp/clone-example228346615/context/response_writer.go,https://github.com/kataras/iris/blob/124e73fcc4e1978fe1baca36f627b9bdd1de4d3e//tmp/clone-example228346615/context/response_writer.go#L458,
kataras/iris,notifyAndFire,Integer as a chan bound,Name : &{9294238 INT 1},61,/tmp/clone-example228346615/core/host/interrupt.go,https://github.com/kataras/iris/blob/124e73fcc4e1978fe1baca36f627b9bdd1de4d3e//tmp/clone-example228346615/core/host/interrupt.go#L61,
openfaas/faas,listenUntilShutdown,Integer as a chan bound,Name : &{6360231 INT 1},117,/tmp/clone-example885334789/watchdog/main.go,https://github.com/openfaas/faas/blob/7c7e40db9133e0e58859c91c63f8943058ee4f4e//tmp/clone-example885334789/watchdog/main.go#L117,
openfaas/faas,copyNotify,Integer as a chan bound,Name : &{6375576 INT 1},116,/tmp/clone-example885334789/gateway/handlers/logs.go,https://github.com/openfaas/faas/blob/7c7e40db9133e0e58859c91c63f8943058ee4f4e//tmp/clone-example885334789/gateway/handlers/logs.go#L116,
go-kit/kit,New,Candidate param,Name : numConcurrentRequests_cw, Mandatory : true,109,/tmp/clone-example740292306/metrics/cloudwatch/cloudwatch.go,https://github.com/go-kit/kit/blob/b1d0a5d9fb6e13d94e50660ba75dbe2d2c2b9d2f//tmp/clone-example740292306/metrics/cloudwatch/cloudwatch.go#L109,
go-kit/kit,Send,Candidate param,Name : batches, Mandatory : true,242,/tmp/clone-example740292306/metrics/cloudwatch/cloudwatch.go,https://github.com/go-kit/kit/blob/b1d0a5d9fb6e13d94e50660ba75dbe2d2c2b9d2f//tmp/clone-example740292306/metrics/cloudwatch/cloudwatch.go#L242,
